phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
7139106,http://www.httpservlces.runescape.com-m.ru/,http://www.phishtank.com/phish_detail.php?phish_id=7139106,2021-05-27T05:04:54+00:00,yes,2021-05-27T05:10:08+00:00,yes,Other
7139104,https://httpservlces.runescape.com-m.ru/,http://www.phishtank.com/phish_detail.php?phish_id=7139104,2021-05-27T05:04:44+00:00,yes,2021-05-27T05:10:08+00:00,yes,Other
7139103,http://httpservlces.runescape.com-m.ru/,http://www.phishtank.com/phish_detail.php?phish_id=7139103,2021-05-27T05:04:43+00:00,yes,2021-05-27T05:10:08+00:00,yes,Other
7139098,https://uncard.co.jp.w5t57z.cn/404.html,http://www.phishtank.com/phish_detail.php?phish_id=7139098,2021-05-27T05:02:55+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139097,https://uncard.co.jp.w5t57z.cn,http://www.phishtank.com/phish_detail.php?phish_id=7139097,2021-05-27T05:02:52+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139096,https://uncard.co.jp.xm1k5r.cn/404.html,http://www.phishtank.com/phish_detail.php?phish_id=7139096,2021-05-27T05:01:53+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139095,https://uncard.co.jp.xm1k5r.cn,http://www.phishtank.com/phish_detail.php?phish_id=7139095,2021-05-27T05:01:51+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139093,https://www.amuamazon.com/,http://www.phishtank.com/phish_detail.php?phish_id=7139093,2021-05-27T05:00:43+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139094,https://www.amuamazon.com/ap/signin,http://www.phishtank.com/phish_detail.php?phish_id=7139094,2021-05-27T05:00:43+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139091,https://spookcakes.com/docusign,http://www.phishtank.com/phish_detail.php?phish_id=7139091,2021-05-27T05:00:27+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139090,http://xls-86uhjdocument.gq/impro,http://www.phishtank.com/phish_detail.php?phish_id=7139090,2021-05-27T05:00:24+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139089,http://u1126716a9b.ha004.t.justns.ru/société_générale/société_générale,http://www.phishtank.com/phish_detail.php?phish_id=7139089,2021-05-27T05:00:19+00:00,yes,2021-05-27T05:04:37+00:00,yes,Other
7139087,https://uncard.co.jp.x7ze8a.cn/404.html,http://www.phishtank.com/phish_detail.php?phish_id=7139087,2021-05-27T04:58:44+00:00,yes,2021-05-27T05:03:42+00:00,yes,Other
7139086,https://uncard.co.jp.x7ze8a.cn,http://www.phishtank.com/phish_detail.php?phish_id=7139086,2021-05-27T04:58:42+00:00,yes,2021-05-27T05:03:42+00:00,yes,Other
7139082,https://iib2-atendimentofacil.com/349589050505955/,http://www.phishtank.com/phish_detail.php?phish_id=7139082,2021-05-27T04:56:35+00:00,yes,2021-05-27T04:58:07+00:00,yes,Bradesco
7139083,https://iib2-atendimentofacil.com/349589050505955/classic/index.php?34.237.113.113&27/05/2021+01:56:35,http://www.phishtank.com/phish_detail.php?phish_id=7139083,2021-05-27T04:56:35+00:00,yes,2021-05-27T04:58:07+00:00,yes,Bradesco
7139078,https://olx.pl-savingcash.xyz/getpay/408028001,http://www.phishtank.com/phish_detail.php?phish_id=7139078,2021-05-27T04:47:47+00:00,yes,2021-05-27T04:51:45+00:00,yes,"PKO Polish Bank"
7139062,https://wanda.95rxf.cn/signin,http://www.phishtank.com/phish_detail.php?phish_id=7139062,2021-05-27T04:00:38+00:00,yes,2021-05-27T04:05:59+00:00,yes,Other
7139061,https://invest.jalisco.gob.mx/united-state/ebbac19a6a88726ff7927a79610bf6be,http://www.phishtank.com/phish_detail.php?phish_id=7139061,2021-05-27T04:00:34+00:00,yes,2021-05-27T04:05:59+00:00,yes,Other
7139060,https://www.amazcn-jp.vip/signin,http://www.phishtank.com/phish_detail.php?phish_id=7139060,2021-05-27T04:00:30+00:00,yes,2021-05-27T04:05:59+00:00,yes,Other
7139041,https://rakuten-bank.co.jp.zdtzbx.bar/,http://www.phishtank.com/phish_detail.php?phish_id=7139041,2021-05-27T03:28:05+00:00,yes,2021-05-27T03:29:05+00:00,yes,Other
7139016,"https://secure.runescape.com-oc.ru/m=weblogin/loginform287,857,626,64939772,2167",http://www.phishtank.com/phish_detail.php?phish_id=7139016,2021-05-27T03:10:04+00:00,yes,2021-05-27T03:12:01+00:00,yes,Other
7139004,https://duschicka.de/telekom,http://www.phishtank.com/phish_detail.php?phish_id=7139004,2021-05-27T03:00:42+00:00,yes,2021-05-27T03:05:42+00:00,yes,Other
7139003,https://anazom.cfbruqo.tokyo/mobile,http://www.phishtank.com/phish_detail.php?phish_id=7139003,2021-05-27T03:00:38+00:00,yes,2021-05-27T03:05:43+00:00,yes,Other
7139002,https://amakatiawaziwayo.com/brands/stmt%20ver883/smder,http://www.phishtank.com/phish_detail.php?phish_id=7139002,2021-05-27T03:00:34+00:00,yes,2021-05-27T03:05:43+00:00,yes,Other
7139001,https://06e6f4d3bb4140516.temporary.link/pt/DS65FGDSFG0S2XQSFGCCD/BOBMSX02X1,http://www.phishtank.com/phish_detail.php?phish_id=7139001,2021-05-27T03:00:30+00:00,yes,2021-05-27T03:05:43+00:00,yes,Other
7139000,http://paypal.rtplserver.com/Paypal%20Security,http://www.phishtank.com/phish_detail.php?phish_id=7139000,2021-05-27T03:00:26+00:00,yes,2021-05-27T03:05:43+00:00,yes,Other
7138958,"https://secure.runescape.com-vc.ru/m=weblogin/loginform674,812,484,99355421,2167",http://www.phishtank.com/phish_detail.php?phish_id=7138958,2021-05-27T02:36:49+00:00,yes,2021-05-27T02:39:10+00:00,yes,Other
7138926,"https://services.runescape.com-fn.ru/m=forum/forums.ws514,231,167,1851937,3",http://www.phishtank.com/phish_detail.php?phish_id=7138926,2021-05-27T02:11:47+00:00,yes,2021-05-27T02:15:51+00:00,yes,Other
7138922,http://xls-86uhjdocument.gq/impro/,http://www.phishtank.com/phish_detail.php?phish_id=7138922,2021-05-27T02:08:22+00:00,yes,2021-05-27T02:15:51+00:00,yes,Other
7138921,https://dmlassets.com/common/apps/authorize_client_id:2s5r83oh-k5cq-fp0o-ma9p-160934m2b7x8_narx4lvdi7zhkwg2yf8s1mb5pt906oeqjuc3hu84tx20y17psq9df6wglie3rzvojakmcbn5nabts08r9iy47d53fwelk2q1jg6oxhmzcuvp?data=bWFza2VkQG1hc2tlZC5jb20=,http://www.phishtank.com/phish_detail.php?phish_id=7138921,2021-05-27T02:08:13+00:00,yes,2021-05-27T02:15:51+00:00,yes,Other
7138919,http://dichvuvinaphone.vn/wp-includes/pomo/Office365/office/voicemail/index2.php?h=ed29nkjpsa16bhrjq4na16owq-1mucgfycc664m7vmhpjgqse65-1l5rurej3h44qodo5rn0cdvyn-8om6v2ckrxsbnwf40t9ta8a7e-34tiets5jpj294jd59h8c4s0n-28w7d5j2k2jtil9ncckolke4m-9jzlwicvu376y9q4vjq77y5ks-1m0whdrwis44c1hoa9mrwhlt4-1uvutm1mpyov7rqhtcf8fksby-aac54ic1fmca5xz1yvc5t9nfe-1hn40w0bomeivihj9lopp4hp2-c0121povror81d0xao0yez4gy,http://www.phishtank.com/phish_detail.php?phish_id=7138919,2021-05-27T02:08:06+00:00,yes,2021-05-27T02:14:56+00:00,yes,Other
7138918,https://161.35.1.145/netflix/netflix/login.html,http://www.phishtank.com/phish_detail.php?phish_id=7138918,2021-05-27T02:08:02+00:00,yes,2021-05-27T02:14:56+00:00,yes,Other
7138917,http://huronmedicalcenter-mc.cf/?login=do,http://www.phishtank.com/phish_detail.php?phish_id=7138917,2021-05-27T02:07:58+00:00,yes,2021-05-27T02:14:56+00:00,yes,Other
7138916,http://paypal.rtplserver.com/Paypal%20Security/,http://www.phishtank.com/phish_detail.php?phish_id=7138916,2021-05-27T02:07:54+00:00,yes,2021-05-27T02:14:56+00:00,yes,Other
7138915,https://www.app-suivi.com/credit_card.html,http://www.phishtank.com/phish_detail.php?phish_id=7138915,2021-05-27T02:07:50+00:00,yes,2021-05-27T02:14:56+00:00,yes,Other
7138914,https://act-logix-co.tk/?login=do,http://www.phishtank.com/phish_detail.php?phish_id=7138914,2021-05-27T02:07:46+00:00,yes,2021-05-27T02:14:56+00:00,yes,Other
7138913,https://beveiligdomgeving.zap732085-1.plesk11.zap-webspace.com/,http://www.phishtank.com/phish_detail.php?phish_id=7138913,2021-05-27T02:07:41+00:00,yes,2021-05-27T02:14:56+00:00,yes,Other
7138912,https://mounmae.github.io/views4tiktok-login/,http://www.phishtank.com/phish_detail.php?phish_id=7138912,2021-05-27T02:07:37+00:00,yes,2021-05-27T05:01:51+00:00,yes,Other
7138911,https://magicthe.000webhostapp.com/Seguro/?AzRN263mridpJ78mPCSdZ4EhC179ybdDsaJ42NWyQwmbzepJNUZsSn6AajPpflYXhkgz6EYKB-dPmbZMdCTfg4m,http://www.phishtank.com/phish_detail.php?phish_id=7138911,2021-05-27T02:07:33+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138910,https://wu.thotsj.com/signin/,http://www.phishtank.com/phish_detail.php?phish_id=7138910,2021-05-27T02:07:29+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138909,https://san.skkimy.com/signin/,http://www.phishtank.com/phish_detail.php?phish_id=7138909,2021-05-27T02:07:24+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138908,https://spookcakes.com/docusign/,http://www.phishtank.com/phish_detail.php?phish_id=7138908,2021-05-27T02:07:20+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138907,https://www.zap733368-1.plesk09.zap-webspace.com/ic/,http://www.phishtank.com/phish_detail.php?phish_id=7138907,2021-05-27T02:07:16+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138904,https://jyh7a.github.io/spartacodingclub_netflix_clon_coding/,http://www.phishtank.com/phish_detail.php?phish_id=7138904,2021-05-27T02:07:04+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138903,https://www.app-suivi.com/,http://www.phishtank.com/phish_detail.php?phish_id=7138903,2021-05-27T02:07:00+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138902,https://appleid.iocd.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7138902,2021-05-27T02:06:52+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138901,http://w352883-www.fnweb.no/FBG/,http://www.phishtank.com/phish_detail.php?phish_id=7138901,2021-05-27T02:06:47+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138900,http://lv-holdings.org/chckkk/en.php?rand=13inboxlightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13inboxlight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13inboxlight.aspx?n=1774256418&amp;fid=4,http://www.phishtank.com/phish_detail.php?phish_id=7138900,2021-05-27T02:06:43+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138899,http://u1126716a9b.ha004.t.justns.ru/société_générale/société_générale/,http://www.phishtank.com/phish_detail.php?phish_id=7138899,2021-05-27T02:06:39+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138898,https://amakatiawaziwayo.com/brands/stmt%20ver883/smder/,http://www.phishtank.com/phish_detail.php?phish_id=7138898,2021-05-27T02:06:35+00:00,yes,2021-05-27T02:14:01+00:00,yes,Other
7138897,https://s.id/online-login,http://www.phishtank.com/phish_detail.php?phish_id=7138897,2021-05-27T02:06:30+00:00,yes,2021-05-27T02:13:05+00:00,yes,Other
7138896,https://qualificationbag.com/.online.server/access-online/usaa/,http://www.phishtank.com/phish_detail.php?phish_id=7138896,2021-05-27T02:06:26+00:00,yes,2021-05-27T02:13:05+00:00,yes,Other
7138895,http://helmm.net/doc/af/ds/,http://www.phishtank.com/phish_detail.php?phish_id=7138895,2021-05-27T02:06:22+00:00,yes,2021-05-27T02:13:05+00:00,yes,Other
7138894,http://helmm.net/doc/af/ds,http://www.phishtank.com/phish_detail.php?phish_id=7138894,2021-05-27T02:06:21+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138893,http://joinstogroupbokep18.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=7138893,2021-05-27T02:06:17+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138891,http://materialpatch.com/x/link,http://www.phishtank.com/phish_detail.php?phish_id=7138891,2021-05-27T02:06:13+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138892,http://materialpatch.com/x/link/,http://www.phishtank.com/phish_detail.php?phish_id=7138892,2021-05-27T02:06:13+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138890,http://tecasi.rs/II/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7138890,2021-05-27T02:06:09+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138888,http://clientevip-itaucard-com-br-765or.ondigitalocean.app/,http://www.phishtank.com/phish_detail.php?phish_id=7138888,2021-05-27T02:06:05+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138889,https://clientevip-itaucard-com-br-765or.ondigitalocean.app/,http://www.phishtank.com/phish_detail.php?phish_id=7138889,2021-05-27T02:06:05+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138886,http://ghasitaramgifts.com/assets/site,http://www.phishtank.com/phish_detail.php?phish_id=7138886,2021-05-27T02:06:01+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138887,https://www.ghasitaramgifts.com/assets/site/,http://www.phishtank.com/phish_detail.php?phish_id=7138887,2021-05-27T02:06:01+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138885,http://w352885-www.fnweb.no/FBG/,http://www.phishtank.com/phish_detail.php?phish_id=7138885,2021-05-27T02:05:56+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138884,http://ahyiyou.com/admin/controller/extension/extension/53762/pass.php,http://www.phishtank.com/phish_detail.php?phish_id=7138884,2021-05-27T02:05:52+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138883,http://arnannzom-update-service.ylxla.bar/signim,http://www.phishtank.com/phish_detail.php?phish_id=7138883,2021-05-27T02:05:48+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138882,https://vjjbwut.cn/mobile/,http://www.phishtank.com/phish_detail.php?phish_id=7138882,2021-05-27T02:05:45+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138881,http://vjjbwut.cn/mobile,http://www.phishtank.com/phish_detail.php?phish_id=7138881,2021-05-27T02:05:43+00:00,yes,2021-05-27T02:13:06+00:00,yes,Other
7138880,https://snde-caeb.com.icgdvtf.cn/mobile/,http://www.phishtank.com/phish_detail.php?phish_id=7138880,2021-05-27T02:05:39+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138879,http://snde-caeb.com.icgdvtf.cn/mobile,http://www.phishtank.com/phish_detail.php?phish_id=7138879,2021-05-27T02:05:37+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138878,https://internet-security-verifydevice.com/santander/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=7138878,2021-05-27T02:05:33+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138876,http://a72apro.co.uk/aol/AOL,http://www.phishtank.com/phish_detail.php?phish_id=7138876,2021-05-27T02:05:30+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138877,http://a72apro.co.uk/aol/AOL/,http://www.phishtank.com/phish_detail.php?phish_id=7138877,2021-05-27T02:05:30+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138875,http://bansheng.ltd/index/goods/goods/pid/8/token,http://www.phishtank.com/phish_detail.php?phish_id=7138875,2021-05-27T02:05:25+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138874,http://groupwa18join.onmypc.org/,http://www.phishtank.com/phish_detail.php?phish_id=7138874,2021-05-27T02:05:22+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138873,http://bansheng.ltd/index/goods/goods/pid/9/token,http://www.phishtank.com/phish_detail.php?phish_id=7138873,2021-05-27T02:05:17+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138872,http://bansheng.ltd/index/user/index/token,http://www.phishtank.com/phish_detail.php?phish_id=7138872,2021-05-27T02:05:13+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138871,http://bansheng.ltd/index/goods/goods/pid/7/token,http://www.phishtank.com/phish_detail.php?phish_id=7138871,2021-05-27T02:05:08+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138870,http://bansheng.ltd/index/goods/goods/pid/8/token/img,http://www.phishtank.com/phish_detail.php?phish_id=7138870,2021-05-27T02:05:04+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138869,http://bansheng.ltd/index/goods/goods/pid/10/token/img,http://www.phishtank.com/phish_detail.php?phish_id=7138869,2021-05-27T02:05:00+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138868,https://06e6f4d3bb4140516.temporary.link/pt/DS65FGDSFG0S2XQSFGCCD/BOBMSX02X1/,http://www.phishtank.com/phish_detail.php?phish_id=7138868,2021-05-27T02:04:56+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138867,http://video-bokp21.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=7138867,2021-05-27T02:04:51+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138865,http://belkigrosdre-okjer.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7138865,2021-05-27T02:04:47+00:00,yes,2021-05-27T02:11:14+00:00,yes,Other
7138866,https://belkigrosdre-okjer.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7138866,2021-05-27T02:04:47+00:00,yes,2021-05-27T02:12:10+00:00,yes,Other
7138864,http://joingrupwatantealia9008.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=7138864,2021-05-27T02:04:43+00:00,yes,2021-05-27T02:11:14+00:00,yes,Other
7138863,https://orientgrammarschools.edu.pk/ogss/chool/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7138863,2021-05-27T02:04:39+00:00,yes,2021-05-27T02:11:14+00:00,yes,Other
7138862,http://ca.amrazonvip.info/login/_encoding/utf8/openid/5e2e3c51800c33a8c17106ca547307ad/t/1621831863.html,http://www.phishtank.com/phish_detail.php?phish_id=7138862,2021-05-27T02:04:35+00:00,yes,2021-05-27T02:11:14+00:00,yes,Other
7138861,http://pelitic-cavities.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7138861,2021-05-27T02:04:31+00:00,yes,2021-05-27T02:11:14+00:00,yes,Other
7138860,http://amazon.hodokcd.cn/signin,http://www.phishtank.com/phish_detail.php?phish_id=7138860,2021-05-27T02:04:23+00:00,yes,2021-05-27T02:11:14+00:00,yes,Other
7138856,https://mclaren-org.cf/?login=do,http://www.phishtank.com/phish_detail.php?phish_id=7138856,2021-05-27T02:04:10+00:00,yes,2021-05-27T02:10:18+00:00,yes,Other
7138855,https://duschicka.de/telekom/,http://www.phishtank.com/phish_detail.php?phish_id=7138855,2021-05-27T02:04:06+00:00,yes,2021-05-27T02:10:19+00:00,yes,Other
7138853,http://vip-amazon.topvnet.cn/signin,http://www.phishtank.com/phish_detail.php?phish_id=7138853,2021-05-27T02:03:57+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138852,http://hardshipfeminine.com/,http://www.phishtank.com/phish_detail.php?phish_id=7138852,2021-05-27T02:03:53+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138851,http://198.55.96.123/banks/directing/bmo/secquestions.php,http://www.phishtank.com/phish_detail.php?phish_id=7138851,2021-05-27T02:03:49+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138850,http://198.55.96.123/banks/directing/bmo/information.php,http://www.phishtank.com/phish_detail.php?phish_id=7138850,2021-05-27T02:03:45+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138848,http://u.amazoncojp-secure.cf/pc,http://www.phishtank.com/phish_detail.php?phish_id=7138848,2021-05-27T02:03:33+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138847,https://l0gin1.s3.ca-central-1.amazonaws.com/login.mcrs0ftonline.com.common.oauth2verifyoutlook.authcommon_client_id5.html,http://www.phishtank.com/phish_detail.php?phish_id=7138847,2021-05-27T02:03:29+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138846,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/winbank,http://www.phishtank.com/phish_detail.php?phish_id=7138846,2021-05-27T02:03:25+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138845,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/informe.apple,http://www.phishtank.com/phish_detail.php?phish_id=7138845,2021-05-27T02:03:21+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138844,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/scr.msip,http://www.phishtank.com/phish_detail.php?phish_id=7138844,2021-05-27T02:03:18+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138843,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/eba.e1saisonale-angebote-bn_7109743159.eby.desll,http://www.phishtank.com/phish_detail.php?phish_id=7138843,2021-05-27T02:03:14+00:00,yes,2021-05-27T02:09:23+00:00,yes,Other
7138842,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/abn,http://www.phishtank.com/phish_detail.php?phish_id=7138842,2021-05-27T02:03:10+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138841,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/signin.php,http://www.phishtank.com/phish_detail.php?phish_id=7138841,2021-05-27T02:03:06+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138840,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/rabo,http://www.phishtank.com/phish_detail.php?phish_id=7138840,2021-05-27T02:03:02+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138839,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/news,http://www.phishtank.com/phish_detail.php?phish_id=7138839,2021-05-27T02:02:59+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138838,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/www.e-fund-online.com,http://www.phishtank.com/phish_detail.php?phish_id=7138838,2021-05-27T02:02:55+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138837,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/obuchenie-kardingu-ot-wwh.html,http://www.phishtank.com/phish_detail.php?phish_id=7138837,2021-05-27T02:02:51+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138836,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/shippings.php,http://www.phishtank.com/phish_detail.php?phish_id=7138836,2021-05-27T02:02:47+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138835,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/logout.php,http://www.phishtank.com/phish_detail.php?phish_id=7138835,2021-05-27T02:02:43+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138834,https://cgdnd3mtd2l6eaw6bwgjeladecc6bw.web.app/90.i.lolik.anyciona.patrolita.casse.897866,http://www.phishtank.com/phish_detail.php?phish_id=7138834,2021-05-27T02:02:40+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
7138832,http://shaftsteam.com/hanksinsurance/FBG,http://www.phishtank.com/phish_detail.php?phish_id=7138832,2021-05-27T02:02:36+00:00,yes,2021-05-27T02:08:26+00:00,yes,Other
